date,channel,spend,free_signups,trial_starts,paid_conversions,retained_day_30,retained_day_90,retained_day_180,cost_per_signup,cost_per_trial,cost_per_paid,cost_per_retained_90,is_holdout_period
2024-03-16,tiktok,4985.14,266,65,18,11,9,7,18.74,76.69,276.95,553.9,False
2024-03-16,apple_search,2721.69,72,39,24,21,18,18,37.8,69.79,113.4,151.21,False
2024-03-17,meta,8789.87,349,124,55,46,38,29,25.19,70.89,159.82,231.31,False
2024-03-17,google,9239.58,308,139,67,54,48,41,30.0,66.47,137.9,192.49,False
2024-03-17,tiktok,5176.28,295,72,23,15,11,8,17.55,71.89,225.06,470.57,False
2024-03-17,apple_search,2487.63,66,39,24,21,17,16,37.69,63.79,103.65,146.33,False
2024-03-18,meta,7510.78,283,105,48,38,33,27,26.54,71.53,156.47,227.6,False
2024-03-18,google,11309.48,406,161,80,65,56,50,27.86,70.25,141.37,201.96,False
2024-03-18,tiktok,6201.98,323,79,23,15,13,7,19.2,78.51,269.65,477.08,False
2024-03-18,apple_search,3039.65,95,52,31,27,24,24,32.0,58.45,98.05,126.65,False
2024-03-19,meta,5331.96,254,82,36,29,25,17,20.99,65.02,148.11,213.28,False
2024-03-19,google,10527.36,403,157,82,68,60,50,26.12,67.05,128.38,175.46,False
2024-03-19,tiktok,4187.3,256,69,20,14,9,7,16.36,60.69,209.37,465.26,False
2024-03-19,apple_search,3133.61,93,52,31,27,23,23,33.69,60.26,101.08,136.24,False
2024-03-20,meta,9058.8,317,108,49,39,33,30,28.58,83.88,184.87,274.51,False
2024-03-20,google,9703.57,305,123,66,55,45,43,31.81,78.89,147.02,215.63,False
2024-03-20,tiktok,6774.5,320,72,22,15,11,7,21.17,94.09,307.93,615.86,False
2024-03-20,apple_search,3267.78,73,41,25,21,19,18,44.76,79.7,130.71,171.99,False
2024-03-21,meta,8148.06,328,126,52,44,35,26,24.84,64.67,156.69,232.8,False
2024-03-21,google,8425.32,278,122,63,55,42,38,30.31,69.06,133.74,200.6,False
2024-03-21,tiktok,3443.38,213,55,16,10,8,6,16.17,62.61,215.21,430.42,False
2024-03-21,apple_search,3129.35,91,47,30,27,21,22,34.39,66.58,104.31,149.02,False
2024-03-22,meta,6318.19,253,90,39,31,26,19,24.97,70.2,162.0,243.01,False
2024-03-22,google,7430.63,273,108,58,49,38,33,27.22,68.8,128.11,195.54,False
2024-03-22,tiktok,5547.24,273,66,20,14,10,7,20.32,84.05,277.36,554.72,False
2024-03-22,apple_search,2927.74,90,51,31,27,23,23,32.53,57.41,94.44,127.29,False
2024-03-23,meta,7282.72,326,117,48,40,31,25,22.34,62.25,151.72,234.93,False
2024-03-23,google,8823.0,353,171,91,76,67,58,24.99,51.6,96.96,131.69,False
2024-03-23,tiktok,3939.56,273,69,21,14,11,8,14.43,57.1,187.6,358.14,False
2024-03-23,apple_search,2411.13,62,32,20,18,16,16,38.89,75.35,120.56,150.7,False
2024-03-24,meta,8075.78,329,108,47,39,33,25,24.55,74.78,171.83,244.72,False
2024-03-24,google,10016.4,274,113,61,52,45,37,36.56,88.64,164.2,222.59,False
2024-03-24,tiktok,5060.52,265,68,20,14,10,6,19.1,74.42,253.03,506.05,False
2024-03-24,apple_search,3363.5,81,42,26,23,21,19,41.52,80.08,129.37,160.17,False
2024-03-25,meta,8934.02,284,105,47,38,32,22,31.46,85.09,190.09,279.19,False
2024-03-25,google,10625.65,302,118,56,49,39,37,35.18,90.05,189.74,272.45,False
2024-03-25,tiktok,4386.09,210,49,15,10,7,5,20.89,89.51,292.41,626.58,False
2024-03-25,apple_search,3191.16,91,53,32,27,25,23,35.07,60.21,99.72,127.65,False
2024-03-26,meta,6949.33,249,88,39,32,25,21,27.91,78.97,178.19,277.97,False
2024-03-26,google,9028.42,326,144,67,55,44,39,27.69,62.7,134.75,205.19,False
2024-03-26,tiktok,4971.42,239,56,15,10,7,5,20.8,88.78,331.43,710.2,False
2024-03-26,apple_search,3100.26,76,41,27,25,20,20,40.79,75.62,114.82,155.01,False
2024-03-27,meta,9135.48,296,107,51,40,33,30,30.86,85.38,179.13,276.83,False
2024-03-27,google,10511.98,353,150,79,64,59,52,29.78,70.08,133.06,178.17,False
2024-03-27,tiktok,4798.25,271,62,19,13,9,7,17.71,77.39,252.54,533.14,False
2024-03-27,apple_search,2952.06,82,42,26,23,21,18,36.0,70.29,113.54,140.57,False
2024-03-28,meta,8003.72,331,113,46,39,33,23,24.18,70.83,173.99,242.54,False
2024-03-28,google,11050.61,328,139,73,61,50,42,33.69,79.5,151.38,221.01,False
2024-03-28,tiktok,3934.14,212,52,15,10,8,5,18.56,75.66,262.28,491.77,False
2024-03-28,apple_search,3135.08,85,47,29,26,23,19,36.88,66.7,108.11,136.31,False
2024-03-29,meta,7864.45,329,110,49,41,32,28,23.9,71.5,160.5,245.76,False
2024-03-29,google,11163.7,320,125,65,56,46,43,34.89,89.31,171.75,242.69,False
2024-03-29,tiktok,2893.18,188,45,14,10,7,5,15.39,64.29,206.66,413.31,False
2024-03-29,apple_search,2833.29,72,39,24,20,19,16,39.35,72.65,118.05,149.12,False
2024-03-30,meta,6458.81,297,97,45,36,30,26,21.75,66.59,143.53,215.29,False
2024-03-30,google,9074.16,318,140,71,59,48,40,28.54,64.82,127.81,189.05,False
2024-03-30,tiktok,7573.12,402,93,26,18,13,10,18.84,81.43,291.27,582.55,False
2024-03-30,apple_search,2548.84,68,38,23,19,18,15,37.48,67.07,110.82,141.6,False
2024-03-31,meta,8442.06,413,147,65,54,45,36,20.44,57.43,129.88,187.6,False
2024-03-31,google,11031.12,416,164,87,71,64,49,26.52,67.26,126.79,172.36,False
2024-03-31,tiktok,4604.73,256,67,21,14,10,7,17.99,68.73,219.27,460.47,False
2024-03-31,apple_search,2696.49,70,37,25,22,18,17,38.52,72.88,107.86,149.81,False
2024-04-01,meta,9509.49,413,133,54,46,37,27,23.03,71.5,176.1,257.01,False
2024-04-01,google,10968.95,253,106,56,48,38,34,43.36,103.48,195.87,288.66,False
2024-04-01,tiktok,3961.46,239,57,16,10,8,6,16.58,69.5,247.59,495.18,False
2024-04-01,apple_search,3019.75,79,40,24,21,21,15,38.22,75.49,125.82,143.8,False
2024-04-02,meta,10081.81,388,137,67,55,46,36,25.98,73.59,150.47,219.17,False
2024-04-02,google,11850.04,400,162,78,65,53,47,29.63,73.15,151.92,223.59,False
2024-04-02,tiktok,6764.73,325,81,24,17,11,8,20.81,83.52,281.86,614.98,False
2024-04-02,apple_search,3165.36,91,48,26,23,20,17,34.78,65.94,121.74,158.27,False
2024-04-03,meta,7510.37,287,97,38,31,27,21,26.17,77.43,197.64,278.16,False
2024-04-03,google,8943.91,291,122,65,56,45,39,30.74,73.31,137.6,198.75,False
2024-04-03,tiktok,5771.07,356,92,28,19,15,10,16.21,62.73,206.11,384.74,False
2024-04-03,apple_search,2839.83,85,48,29,25,23,21,33.41,59.16,97.93,123.47,False
2024-04-04,meta,8552.24,330,125,59,48,42,30,25.92,68.42,144.95,203.62,False
2024-04-04,google,10878.83,404,167,83,69,56,47,26.93,65.14,131.07,194.26,False
2024-04-04,tiktok,4710.64,231,57,17,11,9,6,20.39,82.64,277.1,523.4,False
2024-04-04,apple_search,3435.93,81,46,26,24,20,19,42.42,74.69,132.15,171.8,False
2024-04-05,meta,5829.37,216,77,33,27,20,19,26.99,75.71,176.65,291.47,False
2024-04-05,google,7538.29,273,118,59,51,43,34,27.61,63.88,127.77,175.31,False
2024-04-05,tiktok,3308.07,159,40,11,7,5,4,20.81,82.7,300.73,661.61,False
2024-04-05,apple_search,2573.86,67,38,23,20,18,14,38.42,67.73,111.91,142.99,False
2024-04-06,meta,7899.58,322,106,47,38,31,26,24.53,74.52,168.08,254.83,False
2024-04-06,google,10390.99,368,144,77,68,56,50,28.24,72.16,134.95,185.55,False
2024-04-06,tiktok,6664.46,373,94,29,20,15,10,17.87,70.9,229.81,444.3,False
2024-04-06,apple_search,3076.27,73,43,27,23,21,16,42.14,71.54,113.94,146.49,False
2024-04-07,meta,9150.85,364,123,55,47,36,28,25.14,74.4,166.38,254.19,False
2024-04-07,google,12316.7,440,184,100,88,69,58,27.99,66.94,123.17,178.5,False
2024-04-07,tiktok,6837.66,400,102,29,21,14,10,17.09,67.04,235.78,488.4,False
2024-04-07,apple_search,3244.61,96,55,34,31,27,25,33.8,58.99,95.43,120.17,False
2024-04-08,meta,5203.77,209,74,31,25,20,19,24.9,70.32,167.86,260.19,False
2024-04-08,google,12460.49,353,147,76,63,55,43,35.3,84.77,163.95,226.55,False
2024-04-08,tiktok,3759.58,236,60,17,12,8,6,15.93,62.66,221.15,469.95,False
2024-04-08,apple_search,3402.53,86,48,28,25,22,19,39.56,70.89,121.52,154.66,False
2024-04-09,meta,8182.16,263,89,39,31,26,21,31.11,91.93,209.8,314.7,False
2024-04-09,google,11110.74,377,153,74,60,51,44,29.47,72.62,150.15,217.86,False
2024-04-09,tiktok,4241.92,215,52,15,10,7,5,19.73,81.58,282.79,605.99,False
2024-04-09,apple_search,2859.8,75,39,24,20,18,17,38.13,73.33,119.16,158.88,False
2024-04-10,meta,8656.72,410,146,62,50,38,33,21.11,59.29,139.62,227.81,False
2024-04-10,google,9477.81,339,138,71,59,55,42,27.96,68.68,133.49,172.32,False
2024-04-10,tiktok,7677.48,388,99,30,21,14,11,19.79,77.55,255.92,548.39,False
2024-04-10,apple_search,3426.15,86,43,26,24,22,18,39.84,79.68,131.78,155.73,False
2024-04-11,meta,9648.73,332,106,45,38,30,24,29.06,91.03,214.42,321.62,False
2024-04-11,google,10174.83,389,176,101,85,73,55,26.16,57.81,100.74,139.38,False
2024-04-11,tiktok,7225.85,310,78,22,15,10,8,23.31,92.64,328.45,722.58,False
2024-04-11,apple_search,2995.67,74,42,24,21,20,16,40.48,71.33,124.82,149.78,False
2024-04-12,meta,6418.74,252,93,42,33,29,21,25.47,69.02,152.83,221.34,False
2024-04-12,google,9726.91,330,136,67,55,49,44,29.48,71.52,145.18,198.51,False
2024-04-12,tiktok,3779.55,234,52,15,10,7,5,16.15,72.68,251.97,539.94,False
2024-04-12,apple_search,2517.38,70,38,20,16,15,14,35.96,66.25,125.87,167.83,False
2024-04-13,meta,4238.29,169,57,27,21,18,14,25.08,74.36,156.97,235.46,False
2024-04-13,google,6707.84,251,106,56,53,36,38,26.72,63.28,119.78,186.33,False
2024-04-13,tiktok,4182.14,251,62,18,12,9,6,16.66,67.45,232.34,464.68,False
2024-04-13,apple_search,2906.49,73,37,22,20,17,16,39.81,78.55,132.11,170.97,False
2024-04-14,meta,7568.59,316,114,56,45,39,31,23.95,66.39,135.15,194.07,False
2024-04-14,google,12278.15,341,148,76,64,54,47,36.01,82.96,161.55,227.37,False
2024-04-14,tiktok,5158.52,294,79,24,17,12,8,17.55,65.3,214.94,429.88,False
2024-04-14,apple_search,3492.26,95,56,33,29,24,23,36.76,62.36,105.83,145.51,False
2024-04-15,meta,9792.85,331,119,53,43,33,29,29.59,82.29,184.77,296.75,False
2024-04-15,google,6826.79,233,89,49,42,36,33,29.3,76.71,139.32,189.63,False
2024-04-15,tiktok,4061.44,279,73,21,15,10,7,14.56,55.64,193.4,406.14,False
2024-04-15,apple_search,3000.32,74,38,25,22,20,17,40.54,78.96,120.01,150.02,False
2024-04-16,meta,6206.26,258,81,36,28,26,21,24.06,76.62,172.4,238.7,False
2024-04-16,google,10807.78,384,154,82,70,59,54,28.15,70.18,131.8,183.18,False
2024-04-16,tiktok,6313.35,338,77,21,14,10,7,18.68,81.99,300.64,631.33,False
2024-04-16,apple_search,3973.85,109,61,37,33,28,26,36.46,65.15,107.4,141.92,False
2024-04-17,meta,8887.07,287,102,45,34,29,24,30.97,87.13,197.49,306.45,False
2024-04-17,google,13118.06,400,156,83,67,62,48,32.8,84.09,158.05,211.58,False
2024-04-17,tiktok,5222.48,329,76,21,14,11,7,15.87,68.72,248.69,474.77,False
2024-04-17,apple_search,2299.87,60,33,21,18,16,16,38.33,69.69,109.52,143.74,False
2024-04-18,meta,6169.67,240,84,38,30,25,17,25.71,73.45,162.36,246.79,False
2024-04-18,google,9871.48,335,133,69,59,48,42,29.47,74.22,143.06,205.66,False
2024-04-18,tiktok,4069.22,233,60,18,12,9,7,17.46,67.82,226.07,452.14,False
2024-04-18,apple_search,2556.29,77,41,25,23,18,17,33.2,62.35,102.25,142.02,False
2024-04-19,meta,6987.53,255,96,41,33,28,20,27.4,72.79,170.43,249.55,False
2024-04-19,google,8696.08,300,123,63,52,41,39,28.99,70.7,138.03,212.1,False
2024-04-19,tiktok,6567.5,336,84,26,17,14,10,19.55,78.18,252.6,469.11,False
2024-04-19,apple_search,3185.81,76,45,28,25,22,19,41.92,70.8,113.78,144.81,False
2024-04-20,meta,8636.82,327,103,43,35,29,23,26.41,83.85,200.86,297.82,False
2024-04-20,google,10486.77,269,113,53,46,37,33,38.98,92.8,197.86,283.43,False
2024-04-20,tiktok,3586.37,241,63,19,13,10,6,14.88,56.93,188.76,358.64,False
2024-04-20,apple_search,2979.38,91,52,31,28,23,23,32.74,57.3,96.11,129.54,False
2024-04-21,meta,9211.28,273,89,39,31,24,22,33.74,103.5,236.19,383.8,False
2024-04-21,google,11110.58,340,137,74,66,51,43,32.68,81.1,150.14,217.85,False
2024-04-21,tiktok,6054.78,309,76,23,15,12,8,19.59,79.67,263.25,504.56,False
2024-04-21,apple_search,3102.4,80,43,24,22,19,17,38.78,72.15,129.27,163.28,False
2024-04-22,meta,9879.61,313,112,49,41,29,26,31.56,88.21,201.62,340.68,False
2024-04-22,google,10025.25,338,145,72,59,51,41,29.66,69.14,139.24,196.57,False
2024-04-22,tiktok,6540.92,322,68,20,13,9,6,20.31,96.19,327.05,726.77,False
2024-04-22,apple_search,3277.57,95,53,31,28,24,21,34.5,61.84,105.73,136.57,False
2024-04-23,meta,7162.9,232,79,35,28,23,17,30.87,90.67,204.65,311.43,False
2024-04-23,google,11619.03,309,134,66,54,44,38,37.6,86.71,176.05,264.07,False
2024-04-23,tiktok,6734.49,357,93,28,18,14,10,18.86,72.41,240.52,481.04,False
2024-04-23,apple_search,3680.85,80,45,29,27,22,21,46.01,81.8,126.93,167.31,False
2024-04-24,meta,11650.77,351,113,46,38,28,24,33.19,103.1,253.28,416.1,False
2024-04-24,google,11419.44,359,153,80,70,54,46,31.81,74.64,142.74,211.47,False
2024-04-24,tiktok,4377.1,274,71,21,15,10,8,15.97,61.65,208.43,437.71,False
2024-04-24,apple_search,3750.83,98,58,32,28,24,24,38.27,64.67,117.21,156.28,False
2024-04-25,meta,7327.01,309,115,53,43,34,27,23.71,63.71,138.25,215.5,False
2024-04-25,google,12501.38,400,167,85,67,57,58,31.25,74.86,147.08,219.32,False
2024-04-25,tiktok,3695.59,223,58,16,11,8,6,16.57,63.72,230.97,461.95,False
2024-04-25,apple_search,4196.85,81,46,28,25,22,19,51.81,91.24,149.89,190.77,False
2024-04-26,meta,7661.03,241,86,39,32,27,22,31.79,89.08,196.44,283.74,False
2024-04-26,google,9422.8,282,114,62,54,44,37,33.41,82.66,151.98,214.15,False
2024-04-26,tiktok,3582.24,238,61,20,13,10,7,15.05,58.73,179.11,358.22,False
2024-04-26,apple_search,2957.04,76,39,25,22,19,19,38.91,75.82,118.28,155.63,False
2024-04-27,meta,8723.19,329,115,53,42,36,24,26.51,75.85,164.59,242.31,False
2024-04-27,google,10251.39,277,125,63,53,43,37,37.01,82.01,162.72,238.4,False
2024-04-27,tiktok,6282.66,246,65,19,12,9,8,25.54,96.66,330.67,698.07,False
2024-04-27,apple_search,2519.63,60,34,21,18,16,14,41.99,74.11,119.98,157.48,False
2024-04-28,meta,10190.7,392,140,64,55,43,32,26.0,72.79,159.23,236.99,False
2024-04-28,google,11522.77,428,170,86,74,61,48,26.92,67.78,133.99,188.9,False
2024-04-28,tiktok,6999.7,426,107,30,20,15,12,16.43,65.42,233.32,466.65,False
2024-04-28,apple_search,3435.77,86,45,26,23,21,16,39.95,76.35,132.15,163.61,False
2024-04-29,meta,10852.17,385,144,60,47,40,34,28.19,75.36,180.87,271.3,False
2024-04-29,google,13314.25,409,169,83,73,56,56,32.55,78.78,160.41,237.75,False
2024-04-29,tiktok,5087.21,330,85,25,17,12,9,15.42,59.85,203.49,423.93,False
2024-04-29,apple_search,3311.3,79,43,26,21,21,17,41.92,77.01,127.36,157.68,False
2024-04-30,meta,7259.7,237,75,31,24,23,16,30.63,96.8,234.18,315.64,False
2024-04-30,google,11207.0,362,153,79,64,61,54,30.96,73.25,141.86,183.72,False
2024-04-30,tiktok,3178.51,172,42,11,7,5,4,18.48,75.68,288.96,635.7,False
2024-04-30,apple_search,3683.8,92,53,34,30,26,24,40.04,69.51,108.35,141.68,False
2024-05-01,meta,9930.54,355,114,49,40,33,30,27.97,87.11,202.66,300.93,False
2024-05-01,google,9164.2,318,143,82,68,60,52,28.82,64.09,111.76,152.74,False
2024-05-01,tiktok,5764.83,308,78,20,14,10,7,18.72,73.91,288.24,576.48,False
2024-05-01,apple_search,3972.74,88,47,32,28,24,22,45.14,84.53,124.15,165.53,False
2024-05-02,meta,9920.28,357,116,50,40,33,28,27.79,85.52,198.41,300.61,False
2024-05-02,google,11564.28,292,129,67,59,49,44,39.6,89.65,172.6,236.01,False
2024-05-02,tiktok,6148.01,367,94,28,20,15,11,16.75,65.4,219.57,409.87,False
2024-05-02,apple_search,2881.87,66,36,22,19,17,17,43.66,80.05,130.99,169.52,False
2024-05-03,meta,8283.2,278,96,41,33,27,21,29.8,86.28,202.03,306.79,False
2024-05-03,google,7963.82,267,108,47,42,35,27,29.83,73.74,169.44,227.54,False
2024-05-03,tiktok,4710.05,237,64,21,14,11,8,19.87,73.59,224.29,428.19,False
2024-05-03,apple_search,2436.8,63,34,20,17,15,14,38.68,71.67,121.84,162.45,False
2024-05-04,meta,7572.34,263,88,37,31,22,21,28.79,86.05,204.66,344.2,False
2024-05-04,google,10954.25,333,121,61,51,41,35,32.9,90.53,179.58,267.18,False
2024-05-04,tiktok,6492.32,356,84,23,15,11,9,18.24,77.29,282.27,590.21,False
2024-05-04,apple_search,2666.72,75,45,29,26,22,20,35.56,59.26,91.96,121.21,False
2024-05-05,meta,10422.0,336,117,52,41,32,29,31.02,89.08,200.42,325.69,False
2024-05-05,google,10986.47,361,147,81,67,63,43,30.43,74.74,135.64,174.39,False
2024-05-05,tiktok,6135.22,338,81,24,17,11,9,18.15,75.74,255.63,557.75,False
2024-05-05,apple_search,2492.42,61,36,21,18,16,17,40.86,69.23,118.69,155.78,False
2024-05-06,meta,6431.77,231,86,42,34,26,26,27.84,74.79,153.14,247.38,False
2024-05-06,google,13206.48,406,163,84,71,61,56,32.53,81.02,157.22,216.5,False
2024-05-06,tiktok,6761.33,304,81,24,17,13,8,22.24,83.47,281.72,520.1,False
2024-05-06,apple_search,3313.73,80,40,25,24,18,17,41.42,82.84,132.55,184.1,False
2024-05-07,meta,9735.94,350,121,50,41,32,23,27.82,80.46,194.72,304.25,False
2024-05-07,google,12694.77,409,172,90,78,65,58,31.04,73.81,141.05,195.3,False
2024-05-07,tiktok,5138.69,325,82,24,16,12,8,15.81,62.67,214.11,428.22,False
2024-05-07,apple_search,3118.33,74,38,26,24,22,17,42.14,82.06,119.94,141.74,False
2024-05-08,meta,8991.45,288,97,41,34,27,24,31.22,92.7,219.3,333.02,False
2024-05-08,google,11926.63,445,173,95,83,65,62,26.8,68.94,125.54,183.49,False
2024-05-08,tiktok,6027.49,312,74,21,15,10,8,19.32,81.45,287.02,602.75,False
2024-05-08,apple_search,3072.28,73,42,24,21,19,17,42.09,73.15,128.01,161.7,False
2024-05-09,meta,8670.61,336,121,56,44,37,33,25.81,71.66,154.83,234.34,False
2024-05-09,google,12333.15,317,135,63,53,49,35,38.91,91.36,195.76,251.7,False
2024-05-09,tiktok,4407.2,274,63,18,12,9,6,16.08,69.96,244.84,489.69,False
2024-05-09,apple_search,3589.89,93,51,31,28,24,23,38.6,70.39,115.8,149.58,False
2024-05-10,meta,7019.43,272,90,40,32,25,22,25.81,77.99,175.49,280.78,False
2024-05-10,google,9723.04,341,140,74,63,54,42,28.51,69.45,131.39,180.06,False
2024-05-10,tiktok,4917.52,288,72,19,13,10,7,17.07,68.3,258.82,491.75,False
2024-05-10,apple_search,2637.21,73,40,26,22,21,19,36.13,65.93,101.43,125.58,False
2024-05-11,meta,7433.94,300,110,51,40,36,27,24.78,67.58,145.76,206.5,False
2024-05-11,google,9577.91,315,131,72,61,48,42,30.41,73.11,133.03,199.54,False
2024-05-11,tiktok,4959.52,314,80,22,16,11,9,15.79,61.99,225.43,450.87,False
2024-05-11,apple_search,2805.25,78,44,28,25,23,19,35.96,63.76,100.19,121.97,False
2024-05-12,meta,8181.64,321,117,52,44,37,26,25.49,69.93,157.34,221.13,False
2024-05-12,google,10062.96,320,136,68,60,49,41,31.45,73.99,147.98,205.37,False
2024-05-12,tiktok,3585.37,185,46,12,8,6,5,19.38,77.94,298.78,597.56,False
2024-05-12,apple_search,4130.45,95,51,33,31,24,20,43.48,80.99,125.17,172.1,False
2024-05-13,meta,8125.47,327,117,55,43,33,32,24.85,69.45,147.74,246.23,False
2024-05-13,google,10088.74,259,109,58,49,40,34,38.95,92.56,173.94,252.22,False
2024-05-13,tiktok,5082.11,246,59,18,12,9,6,20.66,86.14,282.34,564.68,False
2024-05-13,apple_search,3299.62,66,36,23,19,17,16,49.99,91.66,143.46,194.1,False
2024-05-14,meta,10660.27,346,116,47,38,35,26,30.81,91.9,226.81,304.58,False
2024-05-14,google,11187.32,359,150,74,64,53,45,31.16,74.58,151.18,211.08,False
2024-05-14,tiktok,4241.03,279,72,21,15,10,7,15.2,58.9,201.95,424.1,False
2024-05-14,apple_search,3109.54,66,37,20,17,14,14,47.11,84.04,155.48,222.11,False
2024-05-15,meta,8783.16,315,104,44,36,29,24,27.88,84.45,199.62,302.87,False
2024-05-15,google,10039.02,330,147,78,65,56,46,30.42,68.29,128.71,179.27,False
2024-05-15,tiktok,5627.17,296,73,22,14,10,7,19.01,77.08,255.78,562.72,False
2024-05-15,apple_search,2830.43,66,36,21,19,16,13,42.89,78.62,134.78,176.9,False
2024-05-16,meta,9881.37,377,125,57,45,38,28,26.21,79.05,173.36,260.04,False
2024-05-16,google,8826.76,283,118,60,49,42,37,31.19,74.8,147.11,210.16,False
2024-05-16,tiktok,5560.27,309,74,23,15,12,9,17.99,75.14,241.75,463.36,False
2024-05-16,apple_search,3536.29,86,46,29,24,22,20,41.12,76.88,121.94,160.74,False
2024-05-17,meta,9079.02,345,114,50,40,32,29,26.32,79.64,181.58,283.72,False
2024-05-17,google,7996.18,315,137,75,62,53,41,25.38,58.37,106.62,150.87,False
2024-05-17,tiktok,4158.15,255,67,18,12,9,6,16.31,62.06,231.01,462.02,False
2024-05-17,apple_search,3041.34,73,39,23,20,18,16,41.66,77.98,132.23,168.96,False
2024-05-18,meta,7239.17,263,93,45,37,32,22,27.53,77.84,160.87,226.22,False
2024-05-18,google,9764.95,283,110,55,48,41,34,34.51,88.77,177.54,238.17,False
2024-05-18,tiktok,2955.68,176,44,13,8,6,4,16.79,67.17,227.36,492.61,False
2024-05-18,apple_search,3029.24,61,33,20,18,16,14,49.66,91.8,151.46,189.33,False
2024-05-19,meta,7946.94,246,84,39,33,27,22,32.3,94.61,203.77,294.33,False
2024-05-19,google,11802.4,339,141,79,65,61,47,34.82,83.7,149.4,193.48,False
2024-05-19,tiktok,7514.28,306,78,22,14,11,8,24.56,96.34,341.56,683.12,False
2024-05-19,apple_search,3100.31,68,37,22,20,18,15,45.59,83.79,140.92,172.24,False
2024-05-20,meta,11557.27,382,131,54,43,36,31,30.25,88.22,214.02,321.04,False
2024-05-20,google,11928.38,319,135,72,64,54,46,37.39,88.36,165.67,220.9,False
2024-05-20,tiktok,5735.47,322,85,23,15,11,8,17.81,67.48,249.37,521.41,False
2024-05-20,apple_search,3807.44,87,42,25,23,20,18,43.76,90.65,152.3,190.37,False
2024-05-21,meta,8670.93,282,101,43,37,30,22,30.75,85.85,201.65,289.03,False
2024-05-21,google,10483.78,331,137,75,64,52,51,31.67,76.52,139.78,201.61,False
2024-05-21,tiktok,5726.65,333,80,24,16,11,10,17.2,71.58,238.61,520.6,False
2024-05-21,apple_search,3832.22,89,46,29,26,23,21,43.06,83.31,132.15,166.62,False
2024-05-22,meta,9748.93,397,142,60,51,44,40,24.56,68.65,162.48,221.57,False
2024-05-22,google,9799.12,326,122,65,54,51,37,30.06,80.32,150.76,192.14,False
2024-05-22,tiktok,3271.57,187,42,13,8,6,4,17.5,77.89,251.66,545.26,False
2024-05-22,apple_search,3289.0,98,54,32,28,25,23,33.56,60.91,102.78,131.56,False
2024-05-23,meta,7210.69,300,90,39,31,27,21,24.04,80.12,184.89,267.06,False
2024-05-23,google,9425.62,279,118,61,50,42,39,33.78,79.88,154.52,224.42,False
2024-05-23,tiktok,4935.29,276,76,21,13,11,7,17.88,64.94,235.01,448.66,False
2024-05-23,apple_search,3293.15,77,41,27,24,22,17,42.77,80.32,121.97,149.69,False
2024-05-24,meta,6385.0,184,61,28,23,18,15,34.7,104.67,228.04,354.72,False
2024-05-24,google,8849.55,301,131,62,53,46,36,29.4,67.55,142.73,192.38,False
2024-05-24,tiktok,5668.47,394,97,29,19,15,11,14.39,58.44,195.46,377.9,False
2024-05-24,apple_search,2950.5,69,38,25,22,20,17,42.76,77.64,118.02,147.52,False
2024-05-25,meta,8594.12,330,110,50,39,32,27,26.04,78.13,171.88,268.57,False
2024-05-25,google,10000.88,285,126,67,55,44,40,35.09,79.37,149.27,227.29,False
2024-05-25,tiktok,4289.94,252,61,16,11,8,6,17.02,70.33,268.12,536.24,False
2024-05-25,apple_search,2694.67,84,41,27,24,22,19,32.08,65.72,99.8,122.48,False
2024-05-26,meta,10651.93,348,115,55,44,37,32,30.61,92.63,193.67,287.89,False
2024-05-26,google,9963.04,341,138,71,60,47,40,29.22,72.2,140.32,211.98,False
2024-05-26,tiktok,7606.01,389,96,29,20,16,10,19.55,79.23,262.28,475.38,False
2024-05-26,apple_search,3490.45,97,51,34,29,29,23,35.98,68.44,102.66,120.36,False
2024-05-27,meta,8773.69,264,90,38,30,25,22,33.23,97.49,230.89,350.95,False
2024-05-27,google,11665.0,368,146,72,64,49,49,31.7,79.9,162.01,238.06,False
2024-05-27,tiktok,5344.93,295,77,24,16,12,9,18.12,69.41,222.71,445.41,False
2024-05-27,apple_search,3529.83,96,52,33,31,26,24,36.77,67.88,106.96,135.76,False
2024-05-28,meta,7036.76,205,73,32,25,22,17,34.33,96.39,219.9,319.85,False
2024-05-28,google,12932.94,380,153,83,70,61,48,34.03,84.53,155.82,212.02,False
2024-05-28,tiktok,4770.36,273,68,20,13,9,7,17.47,70.15,238.52,530.04,False
2024-05-28,apple_search,3688.67,88,47,30,26,22,21,41.92,78.48,122.96,167.67,False
2024-05-29,meta,8458.21,287,99,45,36,31,27,29.47,85.44,187.96,272.85,False
2024-05-29,google,10931.67,353,144,71,59,49,44,30.97,75.91,153.97,223.1,False
2024-05-29,tiktok,9048.03,346,84,25,17,13,10,26.15,107.71,361.92,696.0,False
2024-05-29,apple_search,2590.35,53,28,18,15,12,13,48.87,92.51,143.91,215.86,False
2024-05-30,meta,9461.44,304,101,43,35,28,24,31.12,93.68,220.03,337.91,False
2024-05-30,google,7501.3,235,93,47,39,35,24,31.92,80.66,159.6,214.32,False
2024-05-30,tiktok,5769.77,328,89,26,18,12,8,17.59,64.83,221.91,480.81,False
2024-05-30,apple_search,3712.1,91,52,30,27,26,22,40.79,71.39,123.74,142.77,False
2024-05-31,meta,8086.64,309,99,47,37,32,23,26.17,81.68,172.06,252.71,False
2024-05-31,google,8331.95,321,132,73,61,47,47,25.96,63.12,114.14,177.28,False
